index,alpha_id,status,queue_status,check_passed,check_note,expression,profile,sharpe,fitness,turnover,returns,drawdown,metric_gate_pass,platform_non_self_pass,self_correlation_status,submission_candidate,platform_pass_evidence,platform_gate_reason,pass_proxy_reason,blocked_reason,simulation_id,failure_reasons
1163,0meNlOYG,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"group_rank(min_adjusted_net_income_guidance, subindustry)-0.5",,1.53,1.16,0.0106,0.0716,0.0428,True,True,PENDING,True,,LOW_SHARPE:PASS:1.53/1.25; LOW_FITNESS:PASS:1.16/1.0; LOW_TURNOVER:PASS:0.0106/0.01; HIGH_TURNOVER:PASS:0.0106/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.42/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.53 > 1.25; Fitness 1.16 > 1.0; Turnover 1.06% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.53/1.25; LOW_FITNESS:PASS:1.16/1.0; LOW_TURNOVER:PASS:0.0106/0.01; HIGH_TURNOVER:PASS:0.0106/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.42/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.53
Turnover
1.06%
Fitness
1.16
Returns
7.16%
Drawdown
4.28%
Margin
0.01‱"
1164,1YaGwWoR,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"group_rank(ts_delta(fnd6_cisecgl, 42)/cap, subindustry)-0.5",,1.53,1.16,0.0689,0.0723,0.0598,True,,PENDING,,,LOW_SHARPE:PASS:1.53/1.25; LOW_FITNESS:PASS:1.16/1.0; LOW_TURNOVER:PASS:0.0689/0.01; HIGH_TURNOVER:PASS:0.0689/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL:0.57/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.53 > 1.25; Fitness 1.16 > 1.0; Turnover 6.89% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=FAIL; SELF_CORRELATION=PENDING",LOW_SUB_UNIVERSE_SHARPE,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
Sub-universe Sharpe of 0.57 is below cutoff of 0.66.

Aggregate Data:
Sharpe
1.53
Turnover
6.89%
Fitness
1.16
Returns
7.23%
Drawdown
5.98%
Margin
0.00‱"
1165,1Y71YNeQ,unsubmitted,needs_recheck,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"((group_rank(ts_delta(anl4_ebitda_value,252)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 252)-0.5)*0.3)*rank(ts_mean(volume, 21)/(1+adv20))",near_pass_variant:d6_market,1.53,1.14,0.1939,0.1082,0.1001,True,,PENDING,,,LOW_SHARPE:PASS:1.53/1.25; LOW_FITNESS:PASS:1.14/1.0; LOW_TURNOVER:PASS:0.1939/0.01; HIGH_TURNOVER:PASS:0.1939/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL:0.63/0.66; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.53 > 1.25; Fitness 1.14 > 1.0; Turnover 19.39% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=FAIL; SELF_CORRELATION=PENDING",LOW_SUB_UNIVERSE_SHARPE,1u6Kv77CB4um9BXtc01b0bQ,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
Sub-universe Sharpe of 0.63 is below cutoff of 0.66.

Aggregate Data:
Sharpe
1.53
Turnover
19.39%
Fitness
1.14
Returns
10.82%
Drawdown
10.01%
Margin
0.00‱"
1166,KPbqjvLp,unsubmitted,needs_recheck,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"((group_rank(ts_delta(anl4_ebitda_value,252)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 252)-0.5)*0.3)*rank(ts_mean(volume, 21)/adv20)",near_pass_variant:d6_market,1.53,1.14,0.194,0.1083,0.1,True,,PENDING,,,LOW_SHARPE:PASS:1.53/1.25; LOW_FITNESS:PASS:1.14/1.0; LOW_TURNOVER:PASS:0.194/0.01; HIGH_TURNOVER:PASS:0.194/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL:0.63/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.53 > 1.25; Fitness 1.14 > 1.0; Turnover 19.40% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=FAIL; SELF_CORRELATION=PENDING",LOW_SUB_UNIVERSE_SHARPE,3dNjOG2FP4WG9YJZeRT3T5U,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
Sub-universe Sharpe of 0.63 is below cutoff of 0.66.

Aggregate Data:
Sharpe
1.53
Turnover
19.40%
Fitness
1.14
Returns
10.83%
Drawdown
10.00%
Margin
0.00‱"
1167,npZmlmO3,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"group_rank(ts_delta(fnd6_mrc5, 21)/cap, subindustry)-0.5",,1.53,1.1,0.0485,0.0652,0.0509,True,,PENDING,,,LOW_SHARPE:PASS:1.53/1.25; LOW_FITNESS:PASS:1.1/1.0; LOW_TURNOVER:PASS:0.0485/0.01; HIGH_TURNOVER:PASS:0.0485/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL:0.61/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.53 > 1.25; Fitness 1.10 > 1.0; Turnover 4.85% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=FAIL; SELF_CORRELATION=PENDING",LOW_SUB_UNIVERSE_SHARPE,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
Sub-universe Sharpe of 0.61 is below cutoff of 0.66.

Aggregate Data:
Sharpe
1.53
Turnover
4.85%
Fitness
1.10
Returns
6.52%
Drawdown
5.09%
Margin
0.00‱"
1168,WjNp368P,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(ts_delta(capex_to_total_assets, 126)/cap, industry)-0.5)+(-rank(ts_delta(close, 42)))*0.20",,1.53,1.05,0.0519,0.059,0.0458,True,True,PENDING,True,,LOW_SHARPE:PASS:1.53/1.25; LOW_FITNESS:PASS:1.05/1.0; LOW_TURNOVER:PASS:0.0519/0.01; HIGH_TURNOVER:PASS:0.0519/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.84/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.53 > 1.25; Fitness 1.05 > 1.0; Turnover 5.19% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.53/1.25; LOW_FITNESS:PASS:1.05/1.0; LOW_TURNOVER:PASS:0.0519/0.01; HIGH_TURNOVER:PASS:0.0519/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.84/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.53
Turnover
5.19%
Fitness
1.05
Returns
5.90%
Drawdown
4.58%
Margin
0.00‱"
1169,xAeqAb8N,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(operating_expense/cap, subindustry)-0.5)*0.7+(-rank(ts_delta(close, 2)))*0.3",,1.53,1.03,0.2955,0.135,0.1448,True,True,PENDING,True,,LOW_SHARPE:PASS:1.53/1.25; LOW_FITNESS:PASS:1.03/1.0; LOW_TURNOVER:PASS:0.2955/0.01; HIGH_TURNOVER:PASS:0.2955/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.27/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.53 > 1.25; Fitness 1.03 > 1.0; Turnover 29.55% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.53/1.25; LOW_FITNESS:PASS:1.03/1.0; LOW_TURNOVER:PASS:0.2955/0.01; HIGH_TURNOVER:PASS:0.2955/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.27/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.53
Turnover
29.55%
Fitness
1.03
Returns
13.50%
Drawdown
14.48%
Margin
0.00‱"
1170,QPEmQzVX,unsubmitted,needs_recheck,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"group_rank(ts_delta(fnd6_mfma2_opeps, 21)/cap, industry)-0.5",near_pass_variant:primary:invert_retry,1.52,1.66,0.0854,0.1488,0.1643,True,True,PENDING,True,,LOW_SHARPE:PASS:1.52/1.25; LOW_FITNESS:PASS:1.66/1.0; LOW_TURNOVER:PASS:0.0854/0.01; HIGH_TURNOVER:PASS:0.0854/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.67/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.52 > 1.25; Fitness 1.66 > 1.0; Turnover 8.54% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,3QAiZWbfW4VDbURLAHF8vdy,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.52/1.25; LOW_FITNESS:PASS:1.66/1.0; LOW_TURNOVER:PASS:0.0854/0.01; HIGH_TURNOVER:PASS:0.0854/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.67/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.52
Turnover
8.54%
Fitness
1.66
Returns
14.88%
Drawdown
16.43%
Margin
0.00‱"
1171,JjbV9wgE,unsubmitted,not_queued:missing_core_metrics,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"group_neutralize(ts_mean((group_rank(ts_delta(fnd6_mfma2_opeps, 21)/cap, subindustry)-0.5), 63), sector)",near_pass_variant:primary,1.52,1.65,0.0351,0.147,0.1774,True,True,PENDING,True,,LOW_SHARPE:PASS:1.52/1.25; LOW_FITNESS:PASS:1.65/1.0; LOW_TURNOVER:PASS:0.0351/0.01; HIGH_TURNOVER:PASS:0.0351/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.95/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.52 > 1.25; Fitness 1.65 > 1.0; Turnover 3.51% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,IshCy7B65er8Ym7B3zog8w,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.52/1.25; LOW_FITNESS:PASS:1.65/1.0; LOW_TURNOVER:PASS:0.0351/0.01; HIGH_TURNOVER:PASS:0.0351/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.95/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.52
Turnover
3.51%
Fitness
1.65
Returns
14.70%
Drawdown
17.74%
Margin
0.01‱"
1172,QPEvkxxK,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(ts_delta(ebitda_reported_value,126)/cap,market)-0.5)*rank(ts_mean(volume,63)/adv20)",,1.52,1.49,0.0716,0.1203,0.0977,True,True,PENDING,True,,LOW_SHARPE:PASS:1.52/1.25; LOW_FITNESS:PASS:1.49/1.0; LOW_TURNOVER:PASS:0.0716/0.01; HIGH_TURNOVER:PASS:0.0716/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.0/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.52 > 1.25; Fitness 1.49 > 1.0; Turnover 7.16% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.52/1.25; LOW_FITNESS:PASS:1.49/1.0; LOW_TURNOVER:PASS:0.0716/0.01; HIGH_TURNOVER:PASS:0.0716/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.0/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.52
Turnover
7.16%
Fitness
1.49
Returns
12.03%
Drawdown
9.77%
Margin
0.00‱"
1173,rKA2qoM8,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(ts_delta(fnd6_acdo,126)/cap,sector)-0.5)*rank(ts_mean(volume,63)/adv20)",,1.52,1.48,0.0394,0.1187,0.1124,True,True,PENDING,True,,LOW_SHARPE:PASS:1.52/1.25; LOW_FITNESS:PASS:1.48/1.0; LOW_TURNOVER:PASS:0.0394/0.01; HIGH_TURNOVER:PASS:0.0394/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.91/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.52 > 1.25; Fitness 1.48 > 1.0; Turnover 3.94% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.52/1.25; LOW_FITNESS:PASS:1.48/1.0; LOW_TURNOVER:PASS:0.0394/0.01; HIGH_TURNOVER:PASS:0.0394/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.91/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.52
Turnover
3.94%
Fitness
1.48
Returns
11.87%
Drawdown
11.24%
Margin
0.01‱"
1174,Wj9n2nNP,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(ts_delta(capex_to_total_assets, 252)/cap, subindustry)-0.5)*0.70+(-rank(ts_delta(close, 42)))*0.30",,1.52,1.34,0.0572,0.0966,0.0687,True,True,PENDING,True,,LOW_SHARPE:PASS:1.52/1.25; LOW_FITNESS:PASS:1.34/1.0; LOW_TURNOVER:PASS:0.0572/0.01; HIGH_TURNOVER:PASS:0.0572/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.77/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.52 > 1.25; Fitness 1.34 > 1.0; Turnover 5.72% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.52/1.25; LOW_FITNESS:PASS:1.34/1.0; LOW_TURNOVER:PASS:0.0572/0.01; HIGH_TURNOVER:PASS:0.0572/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.77/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.52
Turnover
5.72%
Fitness
1.34
Returns
9.66%
Drawdown
6.87%
Margin
0.00‱"
1175,pw87O0wg,unsubmitted,not_queued:checks_not_passed_missing_core_metrics,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(ts_delta(fnd6_ds,126)/cap,market)-0.5)*rank(ts_mean(volume,63)/adv20)",arch_delta_liquid:primary,1.52,1.33,0.0573,0.095,0.0883,True,True,PENDING,True,,LOW_SHARPE:PASS:1.52/1.25; LOW_FITNESS:PASS:1.33/1.0; LOW_TURNOVER:PASS:0.0573/0.01; HIGH_TURNOVER:PASS:0.0573/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.97/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.52 > 1.25; Fitness 1.33 > 1.0; Turnover 5.73% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,4ANgnceyM4npckPcIqafnMq,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.52/1.25; LOW_FITNESS:PASS:1.33/1.0; LOW_TURNOVER:PASS:0.0573/0.01; HIGH_TURNOVER:PASS:0.0573/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.97/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.52
Turnover
5.73%
Fitness
1.33
Returns
9.50%
Drawdown
8.83%
Margin
0.00‱"
1176,6XaM5XKO,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"group_rank(ts_delta(fnd6_lcoxdr, 21)/cap, subindustry)-0.5",,1.52,1.31,0.089,0.0923,0.1048,True,,PENDING,,,LOW_SHARPE:PASS:1.52/1.25; LOW_FITNESS:PASS:1.31/1.0; LOW_TURNOVER:PASS:0.089/0.01; HIGH_TURNOVER:PASS:0.089/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL:0.52/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.52 > 1.25; Fitness 1.31 > 1.0; Turnover 8.90% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=FAIL; SELF_CORRELATION=PENDING",LOW_SUB_UNIVERSE_SHARPE,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
Sub-universe Sharpe of 0.52 is below cutoff of 0.66.

Aggregate Data:
Sharpe
1.52
Turnover
8.90%
Fitness
1.31
Returns
9.23%
Drawdown
10.48%
Margin
0.00‱"
